Frame;Volto;Data;Ora
../persons/2023/11/20/person_20231120_224114.jpg;../faces/2023/11/20/face_20231120_224114.jpg;11/20/2023;22:41:14
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224115.jpg;../faces/2023/11/20/face_20231120_224115.jpg;11/20/2023;22:41:15
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
../persons/2023/11/20/person_20231120_224116.jpg;../faces/2023/11/20/face_20231120_224116.jpg;11/20/2023;22:41:16
